iter	Logloss
380	0.4406322264
381	0.440433184
382	0.4402645157
383	0.4398535375
384	0.4394919435
385	0.4392794406
386	0.4390071177
387	0.4388615448
388	0.4386753023
389	0.4385210286
390	0.4384269828
391	0.4382359613
392	0.4381927232
393	0.4379005644
394	0.4378716662
395	0.4375546827
396	0.4373651862
397	0.4372375255
398	0.4371709787
399	0.4367151956
400	0.436588322
401	0.4362686675
402	0.4361489173
403	0.4359863671
404	0.4358566024
405	0.4357086639
406	0.4354986246
407	0.4353932338
408	0.4353845372
409	0.4351523931
410	0.4350236373
411	0.4346648339
412	0.4344389294
413	0.4342545864
414	0.4340488302
415	0.4339601303
416	0.4336747924
417	0.4333521791
418	0.4332524896
419	0.4329710456
420	0.4327726857
421	0.4326452913
422	0.4324229588
423	0.4322238277
424	0.4319990184
425	0.431816572
426	0.4316087925
427	0.4312407181
428	0.4310746989
429	0.4307570445
430	0.4306045523
431	0.4303897024
432	0.4302848312
433	0.4300802716
434	0.4296648513
435	0.4293966502
436	0.4291525248
437	0.4289832064
438	0.4286636726
439	0.4282804483
440	0.427936602
441	0.4279350646
442	0.4275773251
443	0.4274794136
444	0.4273204391
445	0.4271058912
446	0.4268381312
447	0.4265091731
448	0.4264104888
449	0.4261599146
450	0.4259572265
451	0.4257396346
452	0.4254570349
453	0.4250843794
454	0.4247636094
455	0.4243821483
456	0.4241187726
457	0.4238710306
458	0.423757834
459	0.4230140758
460	0.4228193569
461	0.4225199046
462	0.4222198823
463	0.4219094417
464	0.4216178993
465	0.4210817744
466	0.4207115643
467	0.4201028141
468	0.419665857
469	0.4192024564
470	0.4185575781
471	0.418016637
472	0.4175210444
473	0.4172356742
474	0.4169038415
475	0.4166718255
476	0.4165298082
477	0.4162060821
478	0.4158526457
479	0.4156549604
480	0.4152783006
481	0.414778837
482	0.4143976357
483	0.4138727462
484	0.4135121927
485	0.4131607618
486	0.4127864226
487	0.4122208278
488	0.4118177248
489	0.4113598848
490	0.4106935342
491	0.4099281374
492	0.4096740493
493	0.409323089
494	0.4090312922
495	0.408695962
496	0.4083977394
497	0.4079990163
498	0.4077883981
499	0.4072853423
500	0.4069011435
501	0.4064812829
502	0.4061014833
503	0.4059004339
504	0.4054485988
505	0.4051615226
506	0.4048691351
507	0.4045112926
508	0.40423098
509	0.4039421119
510	0.4035828981
511	0.4032336215
512	0.4028054828
513	0.4023181246
514	0.4020716596
515	0.4017247962
516	0.4013341089
517	0.4010480578
518	0.4007370809
519	0.4003670705
520	0.3999236799
521	0.3995344193
522	0.3992310101
523	0.3988551362
524	0.3983205785
525	0.3978795286
526	0.3976150576
527	0.397213715
528	0.3968400994
529	0.3964983931
530	0.3963038067
531	0.3958762752
532	0.3956134661
533	0.3953209216
534	0.3949841191
535	0.3945472229
536	0.3942793343
537	0.3940417905
538	0.3936363777
539	0.3933456159
540	0.3929740505
541	0.392767886
542	0.3923160523
543	0.3919024401
544	0.3915771528
545	0.3911120556
546	0.3903955455
547	0.3900946383
548	0.3895852087
549	0.389206354
550	0.3887757218
551	0.3883048807
552	0.3879787897
553	0.387654286
554	0.3873393951
555	0.3869989486
556	0.3866377254
557	0.3863738866
558	0.3860300282
559	0.3857325373
560	0.3853517744
561	0.3850161902
562	0.3847819036
563	0.3844027305
564	0.3840112389
565	0.3837404595
566	0.3834024848
567	0.3829635932
568	0.3827642563
569	0.3826124714
570	0.3824009653
571	0.3819896615
572	0.3817084409
573	0.3812249326
574	0.3807534373
575	0.3804129536
576	0.3799917101
577	0.3795679684
578	0.3792002563
579	0.3787729842
580	0.3782375059
581	0.3779350897
582	0.3774728225
583	0.3770472579
584	0.3766840311
585	0.3762905166
586	0.3758828812
587	0.3754461133
588	0.3752826061
589	0.3749101225
590	0.3745349482
591	0.3742038559
592	0.3738704912
593	0.3735214266
594	0.3730652926
595	0.3727208841
596	0.37248767
597	0.372076957
598	0.371727678
599	0.3714148285
600	0.3710946833
601	0.3707727793
602	0.370399292
603	0.3700192178
604	0.3696735171
605	0.3693815056
606	0.3692114713
607	0.368700893
608	0.3681949497
609	0.3679317908
610	0.3675242391
611	0.3671343954
612	0.3669475024
613	0.3665134631
614	0.3661942793
615	0.365816113
616	0.3655507282
617	0.3652504368
618	0.3648610914
619	0.3645186027
620	0.3641594547
621	0.3639100951
622	0.3635798109
623	0.3631501793
624	0.3629242796
625	0.3624550353
626	0.3622115137
627	0.3617564299
628	0.3615379603
629	0.3611307191
630	0.360851869
631	0.3605079938
632	0.3601453685
633	0.3597876459
634	0.3594510987
635	0.3591665159
636	0.3589599929
637	0.3586900912
638	0.3583401701
639	0.3578955491
640	0.3575667976
641	0.3572394651
642	0.3568779686
643	0.3565742758
644	0.3559143189
645	0.3557508658
646	0.3553423294
647	0.3550144642
648	0.3547046836
649	0.3543261876
650	0.3541890506
651	0.3538505009
652	0.35351678
653	0.3531810875
654	0.3527949551
655	0.3522025313
656	0.3519440725
657	0.3516842232
658	0.3513054865
659	0.3510635703
660	0.3507444776
661	0.3504976611
662	0.3502561903
663	0.3499264449
664	0.3496437316
665	0.3493312058
666	0.349030545
667	0.3488109213
668	0.3482569291
669	0.3479459161
670	0.3477306504
671	0.3473975813
672	0.3472717002
673	0.3468915899
674	0.3465796669
675	0.3462537963
676	0.3461183364
677	0.3456145066
678	0.3453262108
679	0.3449411344
680	0.3447695606
681	0.3445532362
682	0.3442941128
683	0.3440759382
684	0.3437361782
685	0.3434415931
686	0.3431053571
687	0.3425475064
688	0.3422104789
689	0.3419496239
690	0.3416341762
691	0.3413570906
692	0.3410243368
693	0.3406951311
694	0.3403785059
695	0.3401184453
696	0.3397381709
697	0.3394049813
698	0.3391803326
699	0.338898795
700	0.3386516028
701	0.3384339341
702	0.3382258054
703	0.3379459197
704	0.3376704405
705	0.3373487412
706	0.3371022456
707	0.3368031427
708	0.3365549824
709	0.3363729978
710	0.3360600781
711	0.3357885831
712	0.3354745942
713	0.3352908576
714	0.3348707008
715	0.3346180073
716	0.3343117207
717	0.3340185279
718	0.3337151485
719	0.3333917323
720	0.3329784783
721	0.3326355978
722	0.3323432028
723	0.3321355929
724	0.3318596369
725	0.3317035543
726	0.3311974543
727	0.3309589859
728	0.3306570469
729	0.3305145621
730	0.3301453487
731	0.3298362918
732	0.3295757688
733	0.3290906467
734	0.3288442161
735	0.3285953314
736	0.3284239818
737	0.3281299305
738	0.3277262998
739	0.3274045668
740	0.3269906122
741	0.3267336525
742	0.3264556373
743	0.3262039579
744	0.3260577739
745	0.3258014287
746	0.325625436
747	0.3253292304
748	0.3250929144
749	0.3248248482
750	0.324502857
751	0.3241217322
752	0.3237597353
753	0.3234526856
754	0.3232049364
755	0.3228620506
756	0.3224767129
757	0.3221764941
758	0.3219484111
759	0.321735954
760	0.3212942184
761	0.321028954
762	0.3208036306
763	0.3205039776
764	0.3203592683
765	0.3199988935
766	0.3196854519
767	0.3193284284
768	0.3189956651
769	0.3187042387
770	0.3184141377
771	0.3181288418
772	0.3179772872
773	0.3177672014
774	0.317600618
775	0.3173258434
776	0.3171286673
777	0.316819992
778	0.3165901554
779	0.3164081147
780	0.316042744
781	0.3157414418
782	0.3154373547
783	0.3150461973
784	0.3148226348
785	0.3146201064
786	0.314233428
787	0.3139863161
788	0.3137396975
789	0.3134908142
790	0.3132616124
791	0.3130750237
792	0.3127966468
793	0.3124475687
794	0.3121764765
795	0.3119629452
796	0.3117085744
797	0.3115525717
798	0.3113136981
799	0.3110750505
800	0.3109216472
801	0.310703103
802	0.310373231
803	0.3100975549
804	0.309862447
805	0.3094831588
806	0.3092130512
807	0.3090417429
808	0.3089013058
809	0.3087362547
810	0.3084476821
811	0.308170805
812	0.3079308398
813	0.30758961
814	0.3073862662
815	0.307128717
816	0.3069269591
817	0.3066756892
818	0.3063537282
819	0.3061290873
820	0.3058694786
821	0.3055481125
822	0.305275891
823	0.3049973665
824	0.3047245794
825	0.304607006
826	0.3042520563
827	0.3040292285
828	0.3038176652
829	0.3034985081
830	0.3033547073
831	0.3030745096
832	0.3029333021
833	0.3026789234
834	0.3023313336
835	0.302112745
836	0.3018698122
837	0.3016826073
838	0.3014475958
839	0.3009972358
840	0.3007902787
841	0.3005964116
842	0.3003008289
843	0.2999445537
844	0.2997348808
845	0.2994889434
846	0.2991242681
847	0.2989316327
848	0.2986969139
849	0.2985071949
850	0.2982971102
851	0.2980586872
852	0.2977041375
853	0.2973843629
854	0.2971349283
855	0.2969615907
856	0.2967183751
857	0.2965004121
858	0.2962801914
859	0.2959918936
860	0.2958558438
861	0.2956256554
862	0.2954023674
863	0.2951701215
864	0.2950221454
865	0.2948071941
866	0.2944296716
867	0.2942117489
868	0.2939204942
869	0.2936609692
870	0.2933450305
871	0.2930413234
872	0.2928039692
873	0.2926346972
874	0.2923638152
875	0.2919670105
876	0.2917760581
877	0.2915285402
878	0.2913009886
879	0.2911101083
880	0.290919089
881	0.2906687196
882	0.2903905498
883	0.2900390975
884	0.2897956811
885	0.2895802362
886	0.2893955084
887	0.289222465
888	0.2889926797
889	0.2887532408
890	0.2885751609
891	0.2883447279
892	0.2881738961
893	0.2878243106
894	0.2876819653
895	0.2874526452
896	0.2873173336
897	0.2870974382
898	0.2868406971
899	0.2865778628
900	0.286392661
901	0.2862174434
902	0.2859911055
903	0.285784571
904	0.285612544
905	0.2854380647
906	0.2851681671
907	0.2849194812
908	0.2847722417
909	0.284638014
910	0.2844761333
911	0.2843162209
912	0.2840694073
913	0.283881929
914	0.283648243
915	0.2833974996
916	0.2832008926
917	0.2829745442
918	0.282793203
919	0.2825476705
920	0.2823287982
921	0.2822176783
922	0.2819745378
923	0.2818172982
924	0.2816237258
925	0.2814460464
926	0.2811935203
927	0.2809397482
928	0.2807598866
929	0.2804853543
930	0.2802717197
931	0.2801597183
932	0.2800449523
933	0.2797855298
934	0.2795983903
935	0.2793196599
936	0.2791042394
937	0.2789428404
938	0.2785326394
939	0.2783157072
940	0.2780182284
941	0.2778462758
942	0.2776724597
943	0.2774683378
944	0.2772558113
945	0.2770823338
946	0.2768658165
947	0.2766662604
948	0.2764929768
949	0.2761365958
950	0.2759587955
951	0.2757175595
952	0.2755680586
953	0.2754010934
954	0.2751691934
955	0.2749717135
956	0.2748224428
957	0.2745177827
958	0.2743156842
959	0.2741265094
960	0.2740263387
961	0.2737651363
962	0.2735455269
963	0.2733728279
964	0.2731663413
965	0.2729762894
966	0.2728380281
967	0.2726660272
968	0.27246937
969	0.2723080729
970	0.272097921
971	0.2719437366
972	0.2717356196
973	0.2716179878
974	0.2714111417
975	0.2712750203
976	0.2711502486
977	0.2709740284
978	0.2707643636
979	0.2706002464
980	0.2704320343
981	0.2701848435
982	0.2700301383
983	0.2698290565
984	0.2695875782
985	0.2693898612
986	0.2692441327
987	0.2690520844
988	0.2688642736
989	0.2687548973
990	0.2685601922
991	0.2684017673
992	0.2682454317
993	0.2680706805
994	0.2678964164
995	0.2677407117
996	0.2675922628
997	0.2672767951
998	0.2671385492
999	0.2669876033
